Development,Address,City/State/ZIP,Interruption,Planned,Report Date,Report Time,Restoration Time,Buildings,Units,Residents
BEACH 41ST STREET-BEACH CHANNEL DRIVE - Entire Development,40-20 BEACH CHANNEL DRIVE,"FAR ROCKAWAY, NY 11691",Hot Water,Unplanned,05/28/25,10:31 PM,05/29/25 04:26 AM,5,712,"1,406"
BEACH 41ST STREET-BEACH CHANNEL DRIVE - Building 01,40-20 BEACH CHANNEL DRIVE,"FAR ROCKAWAY, NY 11691",Hot Water,Planned,05/15/25,03:30 PM,05/15/25 04:56 PM,1,234,434
BEACH 41ST STREET-BEACH CHANNEL DRIVE - Entire Development,40-20 BEACH CHANNEL DRIVE,"FAR ROCKAWAY, NY 11691",Hot Water,Unplanned,03/29/25,06:43 PM,03/29/25 11:06 PM,5,712,"1,406"
BEACH 41ST STREET-BEACH CHANNEL DRIVE - Entire Development,40-20 BEACH CHANNEL DRIVE,"FAR ROCKAWAY, NY 11691",Heat,Unplanned,03/29/25,06:43 PM,03/29/25 11:02 PM,5,712,"1,406"
BEACH 41ST STREET-BEACH CHANNEL DRIVE - Building 01,40-20 BEACH CHANNEL DRIVE,"FAR ROCKAWAY, NY 11691",Hot Water,Unplanned,03/26/25,04:07 PM,03/26/25 11:18 PM,1,234,434
BEACH 41ST STREET-BEACH CHANNEL DRIVE - Building 03,438 BEACH 40TH STREET,"FAR ROCKAWAY, NY 11691",Hot Water,Unplanned,03/11/25,09:00 AM,03/11/25 05:44 PM,1,240,503
BEACH 41ST STREET-BEACH CHANNEL DRIVE - Building 03,438 BEACH 40TH STREET,"FAR ROCKAWAY, NY 11691",Hot Water,Unplanned,03/05/25,09:00 AM,03/05/25 04:38 PM,1,240,503
BEACH 41ST STREET-BEACH CHANNEL DRIVE - Building 03,438 BEACH 40TH STREET,"FAR ROCKAWAY, NY 11691",Heat,Unplanned,03/05/25,09:00 AM,03/05/25 04:38 PM,1,240,503
BEACH 41ST STREET-BEACH CHANNEL DRIVE - Entire Development,40-20 BEACH CHANNEL DRIVE,"FAR ROCKAWAY, NY 11691",Hot Water,Planned,03/04/25,10:00 AM,03/04/25 06:57 PM,5,712,"1,406"
BEACH 41ST STREET-BEACH CHANNEL DRIVE - Entire Development,40-20 BEACH CHANNEL DRIVE,"FAR ROCKAWAY, NY 11691",Heat,Planned,03/04/25,10:00 AM,03/04/25 06:46 PM,5,712,"1,406"
BEACH 41ST STREET-BEACH CHANNEL DRIVE - Entire Development,40-20 BEACH CHANNEL DRIVE,"FAR ROCKAWAY, NY 11691",Hot Water,Planned,02/28/25,09:45 AM,02/28/25 04:51 PM,5,712,"1,406"
BEACH 41ST STREET-BEACH CHANNEL DRIVE - Entire Development,40-20 BEACH CHANNEL DRIVE,"FAR ROCKAWAY, NY 11691",Heat,Planned,02/28/25,09:45 AM,02/28/25 04:48 PM,5,712,"1,406"
BEACH 41ST STREET-BEACH CHANNEL DRIVE - Entire Development,40-20 BEACH CHANNEL DRIVE,"FAR ROCKAWAY, NY 11691",Hot Water,Planned,02/27/25,09:00 AM,02/27/25 06:16 PM,5,712,"1,406"
BEACH 41ST STREET-BEACH CHANNEL DRIVE - Entire Development,40-20 BEACH CHANNEL DRIVE,"FAR ROCKAWAY, NY 11691",Heat,Planned,02/27/25,09:00 AM,02/27/25 06:16 PM,5,712,"1,406"
BEACH 41ST STREET-BEACH CHANNEL DRIVE - Entire Development,40-20 BEACH CHANNEL DRIVE,"FAR ROCKAWAY, NY 11691",Hot Water,Unplanned,02/26/25,03:52 PM,02/26/25 07:31 PM,5,712,"1,406"
BEACH 41ST STREET-BEACH CHANNEL DRIVE - Entire Development,40-20 BEACH CHANNEL DRIVE,"FAR ROCKAWAY, NY 11691",Heat,Unplanned,02/13/25,10:00 AM,02/13/25 04:23 PM,5,712,"1,406"
BEACH 41ST STREET-BEACH CHANNEL DRIVE - Entire Development,40-20 BEACH CHANNEL DRIVE,"FAR ROCKAWAY, NY 11691",Hot Water,Unplanned,02/13/25,10:00 AM,02/13/25 02:57 PM,5,712,"1,406"
BERRY - Entire Development,1754 RICHMOND ROAD,"STATEN ISLAND, NY 10306",Hot Water,Planned,05/12/25,08:50 AM,05/12/25 05:04 PM,9,506,856
BERRY - Building 07,45 SEAVER AVENUE,"STATEN ISLAND, NY 10306",Heat,Unplanned,02/20/25,03:58 PM,02/20/25 11:26 PM,1,60,110
BLAND - Building 03,133-20 ROOSEVELT AVENUE,"FLUSHING, NY 11354",Hot Water,Unplanned,12/24/24,09:30 AM,12/24/24 01:56 PM,1,80,145
BLAND - Building 02,40-05 COLLEGE POINT BOULEVARD,"FLUSHING, NY 11354",Hot Water,Planned,04/08/25,09:13 AM,04/08/25 03:56 PM,1,80,138
BLAND - Building 01,40-25 COLLEGE POINT BOULEVARD,"FLUSHING, NY 11354",Hot Water,Planned,04/08/25,09:00 AM,04/08/25 03:55 PM,1,80,133
BORINQUEN PLAZA I - Building 01,30 MANHATTAN AVENUE,"BROOKLYN, NY 11206",Hot Water,Unplanned,04/07/25,10:02 AM,04/07/25 08:53 PM,1,51,150
BORINQUEN PLAZA I - Entire Development,30 MANHATTAN AVENUE,"BROOKLYN, NY 11206",Hot Water,Unplanned,03/18/25,06:00 AM,03/18/25 09:06 PM,10,509,"1,007"
BORINQUEN PLAZA I - Building 04,70 SEIGEL STREET,"BROOKLYN, NY 11206",Hot Water,Planned,03/12/25,09:00 AM,03/12/25 08:53 PM,1,72,79
BORINQUEN PLAZA I - Building 03,50 MANHATTAN AVENUE,"BROOKLYN, NY 11206",Hot Water,Planned,03/11/25,09:00 AM,03/11/25 06:40 PM,1,65,161
BORINQUEN PLAZA I - Building 01,30 MANHATTAN AVENUE,"BROOKLYN, NY 11206",Hot Water,Planned,03/11/25,09:00 AM,03/11/25 06:34 PM,1,51,150
BORINQUEN PLAZA I - Building 03,50 MANHATTAN AVENUE,"BROOKLYN, NY 11206",Hot Water,Unplanned,01/27/25,07:33 AM,01/27/25 09:11 PM,1,65,161
BORINQUEN PLAZA II - Building 09,110 HUMBOLDT STREET,"BROOKLYN, NY 11206",Hot Water,Planned,05/28/25,09:00 AM,05/28/25 05:26 PM,1,51,125
BORINQUEN PLAZA II - Building 11,155 SEIGEL STREET,"BROOKLYN, NY 11206",Hot Water,Planned,04/03/25,09:00 AM,04/03/25 06:50 PM,1,65,141
BORINQUEN PLAZA II - Building 10,130 HUMBOLDT STREET,"BROOKLYN, NY 11206",Hot Water,Planned,04/01/25,09:00 AM,04/01/25 07:11 PM,1,49,156
BORINQUEN PLAZA II - Building 12,124 HUMBOLDT STREET,"BROOKLYN, NY 11206",Hot Water,Planned,04/01/25,09:00 AM,04/01/25 06:04 PM,1,65,113
BORINQUEN PLAZA II - Building 15,300 BUSHWICK AVENUE,"BROOKLYN, NY 11206",Hot Water,Planned,03/25/25,09:00 AM,03/25/25 05:43 PM,1,65,135
BORINQUEN PLAZA II - Building 14,330 BUSHWICK AVENUE,"BROOKLYN, NY 11206",Hot Water,Unplanned,03/18/25,04:18 PM,03/18/25 10:02 PM,1,65,143
BORINQUEN PLAZA II - Building 14,330 BUSHWICK AVENUE,"BROOKLYN, NY 11206",Hot Water,Unplanned,03/17/25,09:30 PM,03/18/25 06:40 AM,1,65,143
BORINQUEN PLAZA II - Building 15,300 BUSHWICK AVENUE,"BROOKLYN, NY 11206",Hot Water,Unplanned,02/22/25,06:10 PM,02/23/25 09:26 PM,1,65,135
BORINQUEN PLAZA II - Building 15,300 BUSHWICK AVENUE,"BROOKLYN, NY 11206",Heat,Unplanned,02/22/25,06:10 PM,02/22/25 11:30 PM,1,65,135
BORINQUEN PLAZA II - Building 13,120 HUMBOLDT STREET,"BROOKLYN, NY 11206",Heat,Unplanned,02/18/25,05:35 PM,02/19/25 12:46 AM,1,65,131
BORINQUEN PLAZA II - Building 14,330 BUSHWICK AVENUE,"BROOKLYN, NY 11206",Heat,Unplanned,02/18/25,05:35 PM,02/19/25 12:40 AM,1,65,143
BORINQUEN PLAZA II - Building 14,330 BUSHWICK AVENUE,"BROOKLYN, NY 11206",Hot Water,Unplanned,02/18/25,05:35 PM,02/19/25 12:33 AM,1,65,143
BORINQUEN PLAZA II - Building 13,120 HUMBOLDT STREET,"BROOKLYN, NY 11206",Hot Water,Unplanned,02/18/25,05:35 PM,02/19/25 12:27 AM,1,65,131
BORINQUEN PLAZA II - Building 13,120 HUMBOLDT STREET,"BROOKLYN, NY 11206",Hot Water,Unplanned,02/17/25,02:15 PM,02/17/25 07:41 PM,1,65,131
BORINQUEN PLAZA II - Building 13,120 HUMBOLDT STREET,"BROOKLYN, NY 11206",Heat,Unplanned,02/17/25,02:15 PM,02/17/25 07:14 PM,1,65,131
BORINQUEN PLAZA II - Building 15,300 BUSHWICK AVENUE,"BROOKLYN, NY 11206",Heat,Unplanned,02/17/25,10:32 AM,02/17/25 03:57 PM,1,65,135
BORINQUEN PLAZA II - Building 14,330 BUSHWICK AVENUE,"BROOKLYN, NY 11206",Hot Water,Unplanned,02/16/25,11:27 AM,02/16/25 06:59 PM,1,65,143
BORINQUEN PLAZA II - Building 14,330 BUSHWICK AVENUE,"BROOKLYN, NY 11206",Heat,Unplanned,02/16/25,11:27 AM,02/16/25 06:57 PM,1,65,143
BORINQUEN PLAZA II - Building 14,330 BUSHWICK AVENUE,"BROOKLYN, NY 11206",Hot Water,Unplanned,02/13/25,05:53 PM,02/14/25 12:43 AM,1,65,143
BORINQUEN PLAZA II - Building 14,330 BUSHWICK AVENUE,"BROOKLYN, NY 11206",Heat,Unplanned,02/13/25,05:53 PM,02/14/25 12:23 AM,1,65,143
BORINQUEN PLAZA II - Building 10,130 HUMBOLDT STREET,"BROOKLYN, NY 11206",Hot Water,Unplanned,02/05/25,04:44 PM,02/06/25 03:46 AM,1,49,156
BORINQUEN PLAZA II - Building 10,130 HUMBOLDT STREET,"BROOKLYN, NY 11206",Hot Water,Unplanned,02/04/25,12:00 PM,02/04/25 08:06 PM,1,49,156
BORINQUEN PLAZA II - Building 10,130 HUMBOLDT STREET,"BROOKLYN, NY 11206",Heat,Unplanned,02/04/25,12:00 PM,02/04/25 07:57 PM,1,49,156
BORINQUEN PLAZA II - Building 10,130 HUMBOLDT STREET,"BROOKLYN, NY 11206",Hot Water,Unplanned,01/30/25,12:23 PM,01/30/25 11:18 PM,1,49,156
BORINQUEN PLAZA II - Building 15,300 BUSHWICK AVENUE,"BROOKLYN, NY 11206",Hot Water,Unplanned,01/20/25,12:06 PM,01/20/25 08:44 PM,1,65,135
BORINQUEN PLAZA II - Building 15,300 BUSHWICK AVENUE,"BROOKLYN, NY 11206",Heat,Unplanned,01/20/25,12:06 PM,01/20/25 08:30 PM,1,65,135
BORINQUEN PLAZA II - Building 13,120 HUMBOLDT STREET,"BROOKLYN, NY 11206",Hot Water,Unplanned,01/15/25,08:30 AM,01/15/25 03:56 PM,1,65,131
BORINQUEN PLAZA II - Building 13,120 HUMBOLDT STREET,"BROOKLYN, NY 11206",Heat,Unplanned,01/15/25,08:30 AM,01/15/25 03:49 PM,1,65,131
BORINQUEN PLAZA II - Building 13,120 HUMBOLDT STREET,"BROOKLYN, NY 11206",Hot Water,Unplanned,01/06/25,05:58 PM,01/06/25 11:03 PM,1,65,131
BOYNTON AVENUE REHAB - Building 03,1057 BOYNTON AVENUE,"BRONX, NY 10472",Hot Water,Unplanned,02/18/25,04:58 PM,02/18/25 11:25 PM,1,60,112
BRACETTI PLAZA - Entire Development,251 EAST 3RD STREET,"NEW YORK, NY 10009",Hot Water,Unplanned,12/05/24,12:20 PM,12/05/24 11:24 PM,1,108,224
BRACETTI PLAZA - Entire Development,251 EAST 3RD STREET,"NEW YORK, NY 10009",Hot Water,Unplanned,04/17/25,06:49 PM,04/18/25 04:28 PM,1,108,224
BREUKELEN - Building 02,764 EAST 105TH STREET,"BROOKLYN, NY 11236",Hot Water,Unplanned,12/03/24,03:00 PM,12/03/24 10:10 PM,1,45,96
BREUKELEN - Building 12,717 EAST 108TH STREET,"BROOKLYN, NY 11236",Hot Water,Unplanned,10/28/24,05:30 PM,10/28/24 10:07 PM,1,45,89
BREUKELEN - Building 28,523 EAST 108TH STREET,"BROOKLYN, NY 11236",Hot Water,Unplanned,10/28/24,02:30 PM,10/28/24 08:37 PM,1,70,139
BREUKELEN - Building 26,902 WILLIAMS AVENUE,"BROOKLYN, NY 11207",Hot Water,Unplanned,10/23/24,03:30 PM,10/23/24 08:20 PM,1,42,84
BREUKELEN - Building 10,106-02 GLENWOOD ROAD,"BROOKLYN, NY 11236",Hot Water,Unplanned,10/14/24,02:45 PM,10/14/24 09:22 PM,1,45,90
BREUKELEN - Building 02,764 EAST 105TH STREET,"BROOKLYN, NY 11236",Hot Water,Unplanned,05/21/25,11:00 AM,05/21/25 05:07 PM,1,45,96
BREUKELEN - Building 13,994 WILLIAMS AVENUE,"BROOKLYN, NY 11207",Hot Water,Unplanned,04/14/25,02:00 PM,04/14/25 07:11 PM,1,45,74
BREUKELEN,Sectional,,Hot Water,Planned,04/07/25,12:00 PM,04/07/25 08:04 PM,,,
BREUKELEN,Sectional,,Heat,Planned,04/07/25,12:00 PM,04/07/25 07:18 PM,,,
BREUKELEN - Building 29,270 STANLEY AVENUE,"BROOKLYN, NY 11207",Hot Water,Planned,04/03/25,08:30 AM,04/03/25 04:53 PM,1,42,94
BREUKELEN - Building 28,523 EAST 108TH STREET,"BROOKLYN, NY 11236",Hot Water,Planned,04/03/25,08:30 AM,04/03/25 04:52 PM,1,70,139
BREUKELEN - Building 30,330 STANLEY AVENUE,"BROOKLYN, NY 11207",Hot Water,Planned,04/03/25,03:11 PM,04/03/25 04:00 PM,1,39,117
BREUKELEN - Building 25,569 EAST 108TH STREET,"BROOKLYN, NY 11236",Hot Water,Planned,04/02/25,08:15 AM,04/02/25 04:08 PM,1,70,130
BREUKELEN - Building 26,902 WILLIAMS AVENUE,"BROOKLYN, NY 11207",Hot Water,Planned,04/02/25,08:30 AM,04/02/25 04:08 PM,1,42,84
BREUKELEN - Building 27,553 EAST 108TH STREET,"BROOKLYN, NY 11236",Hot Water,Planned,04/02/25,08:30 AM,04/02/25 04:07 PM,1,70,113
BREUKELEN - Building 22,107-12 FARRAGUT ROAD,"BROOKLYN, NY 11236",Hot Water,Planned,03/31/25,08:30 AM,03/31/25 04:43 PM,1,66,120
BREUKELEN - Building 23,619 EAST 108TH STREET,"BROOKLYN, NY 11236",Hot Water,Planned,03/31/25,08:30 AM,03/31/25 04:05 PM,1,70,141
BREUKELEN - Building 21,107-02 FARRAGUT ROAD,"BROOKLYN, NY 11236",Hot Water,Planned,03/27/25,08:30 AM,03/27/25 04:20 PM,1,70,119
BREUKELEN - Building 20,106-02 FARRAGUT ROAD,"BROOKLYN, NY 11236",Hot Water,Planned,03/27/25,08:30 AM,03/27/25 04:20 PM,1,70,135
BREUKELEN - Building 19,621 EAST 105TH STREET,"BROOKLYN, NY 11236",Hot Water,Planned,03/27/25,08:30 AM,03/27/25 04:04 PM,1,70,119
BREUKELEN - Building 18,974 WILLIAMS AVENUE,"BROOKLYN, NY 11207",Hot Water,Planned,03/25/25,08:15 AM,03/25/25 06:44 PM,1,39,88
BREUKELEN - Building 17,657 EAST 108TH STREET,"BROOKLYN, NY 11236",Hot Water,Planned,03/25/25,08:15 AM,03/25/25 04:15 PM,1,45,100
BREUKELEN - Building 16,107-17 GLENWOOD ROAD,"BROOKLYN, NY 11236",Hot Water,Planned,03/25/25,08:15 AM,03/25/25 04:14 PM,1,33,79
BREUKELEN - Building 14,671 EAST 105TH STREET,"BROOKLYN, NY 11236",Hot Water,Planned,03/24/25,08:30 AM,03/24/25 05:56 PM,1,70,131
BREUKELEN - Building 13,994 WILLIAMS AVENUE,"BROOKLYN, NY 11207",Hot Water,Planned,03/24/25,08:30 AM,03/24/25 03:53 PM,1,45,74
BREUKELEN - Building 15,106-03 GLENWOOD ROAD,"BROOKLYN, NY 11236",Hot Water,Planned,03/24/25,08:30 AM,03/24/25 03:51 PM,1,45,88
BREUKELEN - Building 12,717 EAST 108TH STREET,"BROOKLYN, NY 11236",Hot Water,Planned,03/20/25,10:00 AM,03/20/25 06:47 PM,1,45,89
BREUKELEN - Building 11,712 EAST 108TH STREET,"BROOKLYN, NY 11236",Hot Water,Planned,03/20/25,10:00 AM,03/20/25 05:55 PM,1,45,75
BREUKELEN - Building 10,106-02 GLENWOOD ROAD,"BROOKLYN, NY 11236",Hot Water,Planned,03/20/25,10:00 AM,03/20/25 04:28 PM,1,45,90
BREUKELEN - Building 06,761 EAST 108TH STREET,"BROOKLYN, NY 11236",Hot Water,Planned,03/19/25,08:30 AM,03/19/25 06:05 PM,1,42,70
BREUKELEN - Building 09,716 EAST 105TH STREET,"BROOKLYN, NY 11236",Hot Water,Planned,03/19/25,08:30 AM,03/19/25 04:42 PM,1,70,116
BREUKELEN - Building 08,719 EAST 103RD STREET,"BROOKLYN, NY 11236",Hot Water,Planned,03/19/25,08:30 AM,03/19/25 04:31 PM,1,70,120
BREUKELEN - Building 07,108-35 FLATLANDS AVENUE,"BROOKLYN, NY 11236",Hot Water,Planned,03/19/25,08:30 AM,03/19/25 04:31 PM,1,42,108
BREUKELEN - Building 04,106-03 FLATLANDS AVENUE,"BROOKLYN, NY 11236",Hot Water,Planned,03/18/25,08:30 AM,03/18/25 05:13 PM,1,45,105
BREUKELEN - Building 05,107-11 FLATLANDS AVENUE,"BROOKLYN, NY 11236",Hot Water,Planned,03/18/25,08:30 AM,03/18/25 03:51 PM,1,33,55
BREUKELEN - Building 06,761 EAST 108TH STREET,"BROOKLYN, NY 11236",Hot Water,Planned,03/18/25,08:30 AM,03/18/25 03:51 PM,1,42,70
BREUKELEN - Building 01,757 EAST 103RD STREET,"BROOKLYN, NY 11236",Hot Water,Planned,03/17/25,08:30 AM,03/17/25 04:49 PM,1,70,115
BREUKELEN - Building 03,763 EAST 105TH STREET,"BROOKLYN, NY 11236",Hot Water,Planned,03/17/25,08:30 AM,03/17/25 04:47 PM,1,45,90
BREUKELEN - Building 02,764 EAST 105TH STREET,"BROOKLYN, NY 11236",Hot Water,Planned,03/17/25,08:30 AM,03/17/25 04:46 PM,1,45,96
BREUKELEN - Building 11,712 EAST 108TH STREET,"BROOKLYN, NY 11236",Hot Water,Unplanned,02/05/25,03:30 PM,02/05/25 11:48 PM,1,45,75
BREUKELEN - Entire Development,757 EAST 103RD STREET,"BROOKLYN, NY 11236",Hot Water,Planned,02/03/25,09:15 AM,02/03/25 05:34 PM,32,"1,595","3,077"
BREUKELEN - Entire Development,757 EAST 103RD STREET,"BROOKLYN, NY 11236",Heat,Planned,02/03/25,11:30 AM,02/03/25 04:21 PM,32,"1,595","3,077"
BREVOORT,Sectional,,Hot Water,Unplanned,12/11/24,02:00 PM,12/11/24 08:08 PM,,,
BREVOORT,Sectional,,Heat,Planned,12/10/24,09:03 AM,12/10/24 07:47 PM,,,
BREVOORT,Sectional,,Hot Water,Planned,12/10/24,09:00 AM,12/10/24 07:46 PM,,,
BREVOORT - Building 08,311 PATCHEN AVENUE,"BROOKLYN, NY 11233",Hot Water,Planned,11/14/24,09:40 AM,11/14/24 02:41 PM,1,70,139
BREVOORT - Entire Development,292 RALPH AVENUE,"BROOKLYN, NY 11233",Hot Water,Planned,04/24/25,09:05 AM,04/24/25 09:17 PM,14,896,"1,732"
BREVOORT - Entire Development,292 RALPH AVENUE,"BROOKLYN, NY 11233",Heat,Planned,03/19/25,10:20 AM,03/19/25 01:22 PM,14,896,"1,732"
BREVOORT - Entire Development,292 RALPH AVENUE,"BROOKLYN, NY 11233",Heat,Planned,03/05/25,09:20 AM,03/05/25 04:24 PM,14,896,"1,732"
BREVOORT - Entire Development,292 RALPH AVENUE,"BROOKLYN, NY 11233",Hot Water,Planned,03/05/25,09:20 AM,03/05/25 04:23 PM,14,896,"1,732"
BREVOORT - Entire Development,292 RALPH AVENUE,"BROOKLYN, NY 11233",Hot Water,Unplanned,02/12/25,04:37 PM,02/12/25 10:53 PM,14,896,"1,732"
BREVOORT - Entire Development,292 RALPH AVENUE,"BROOKLYN, NY 11233",Heat,Unplanned,02/12/25,12:00 PM,02/12/25 06:31 PM,14,896,"1,732"
BRONX RIVER - Entire Development,1455 HARROD AVENUE,"BRONX, NY 10472",Hot Water,Planned,12/09/24,08:00 AM,12/09/24 03:43 PM,11,"1,246","2,702"
BRONX RIVER - Entire Development,1455 HARROD AVENUE,"BRONX, NY 10472",Heat,Planned,12/09/24,08:00 AM,12/09/24 03:38 PM,11,"1,246","2,702"
BRONX RIVER - Entire Development,1455 HARROD AVENUE,"BRONX, NY 10472",Heat,Planned,11/14/24,09:00 AM,11/14/24 10:06 PM,11,"1,246","2,702"
BRONX RIVER - Entire Development,1455 HARROD AVENUE,"BRONX, NY 10472",Hot Water,Planned,11/14/24,09:00 AM,11/14/24 09:59 PM,11,"1,246","2,702"
BRONX RIVER - Entire Development,1455 HARROD AVENUE,"BRONX, NY 10472",Hot Water,Planned,11/07/24,08:00 AM,11/07/24 03:16 PM,11,"1,246","2,702"
BRONX RIVER,Sectional,,Hot Water,Planned,05/29/25,09:00 AM,05/29/25 03:50 PM,,,
BRONX RIVER,Sectional,,Hot Water,Planned,05/28/25,09:00 AM,05/28/25 03:13 PM,,,
BRONX RIVER - Entire Development,1455 HARROD AVENUE,"BRONX, NY 10472",Hot Water,Planned,05/19/25,11:30 AM,05/19/25 07:50 PM,11,"1,246","2,702"
BRONX RIVER - Entire Development,1455 HARROD AVENUE,"BRONX, NY 10472",Hot Water,Unplanned,05/16/25,01:00 PM,05/16/25 09:58 PM,11,"1,246","2,702"
BRONX RIVER - Entire Development,1455 HARROD AVENUE,"BRONX, NY 10472",Hot Water,Planned,04/28/25,10:00 AM,04/28/25 02:41 PM,11,"1,246","2,702"
BRONX RIVER - Building 03,1635 EAST 174TH STREET,"BRONX, NY 10472",Hot Water,Unplanned,04/22/25,05:00 PM,04/22/25 09:54 PM,1,136,289
BRONX RIVER - Building 04,1460 BRONX RIVER AVENUE,"BRONX, NY 10472",Hot Water,Unplanned,04/22/25,01:00 PM,04/22/25 06:43 PM,1,140,313
BRONX RIVER - Entire Development,1455 HARROD AVENUE,"BRONX, NY 10472",Heat,Unplanned,03/30/25,09:29 AM,03/30/25 07:14 PM,11,"1,246","2,702"
BRONX RIVER - Entire Development,1455 HARROD AVENUE,"BRONX, NY 10472",Hot Water,Unplanned,03/30/25,09:29 AM,03/30/25 07:13 PM,11,"1,246","2,702"
BRONX RIVER - Building 09,1420 BRONX RIVER AVENUE,"BRONX, NY 10472",Hot Water,Planned,03/25/25,08:30 AM,03/25/25 04:09 PM,1,134,278
BRONX RIVER - Building 05,1609 EAST 174TH STREET,"BRONX, NY 10472",Hot Water,Planned,03/24/25,09:30 AM,03/24/25 04:45 PM,1,136,258
BRONX RIVER - Building 09,1420 BRONX RIVER AVENUE,"BRONX, NY 10472",Hot Water,Planned,03/18/25,08:30 AM,03/18/25 03:33 PM,1,134,278
BRONX RIVER - Building 07,1575 EAST 174TH STREET,"BRONX, NY 10472",Hot Water,Planned,03/17/25,08:30 AM,03/17/25 04:28 PM,1,140,301
BRONX RIVER - Building 06,1440 BRONX RIVER AVENUE,"BRONX, NY 10472",Hot Water,Planned,03/17/25,08:30 AM,03/17/25 04:07 PM,1,140,299
BRONX RIVER - Building 03,1635 EAST 174TH STREET,"BRONX, NY 10472",Hot Water,Unplanned,02/26/25,05:29 PM,02/27/25 01:09 AM,1,136,289
BRONX RIVER - Building 06,1440 BRONX RIVER AVENUE,"BRONX, NY 10472",Hot Water,Planned,02/25/25,09:30 AM,02/25/25 07:05 PM,1,140,299
BRONX RIVER - Building 01,1455 HARROD AVENUE,"BRONX, NY 10472",Hot Water,Planned,02/25/25,11:00 AM,02/25/25 06:55 PM,1,140,344
BRONX RIVER - Building 07,1575 EAST 174TH STREET,"BRONX, NY 10472",Hot Water,Unplanned,02/13/25,03:00 PM,02/13/25 08:57 PM,1,140,301
BRONX RIVER - Building 07,1575 EAST 174TH STREET,"BRONX, NY 10472",Hot Water,Unplanned,02/12/25,07:30 PM,02/13/25 02:46 AM,1,140,301
BRONX RIVER - Building 03,1635 EAST 174TH STREET,"BRONX, NY 10472",Hot Water,Unplanned,02/11/25,06:14 PM,02/12/25 09:25 PM,1,136,289
BRONX RIVER ADDITION - Entire Development,1350 MANOR AVENUE,"BRONX, NY 10472",Hot Water,Planned,12/09/24,08:00 AM,12/09/24 04:30 PM,2,226,122
BRONX RIVER ADDITION - Entire Development,1350 MANOR AVENUE,"BRONX, NY 10472",Heat,Planned,12/09/24,08:00 AM,12/09/24 04:22 PM,2,226,122
BRONX RIVER ADDITION - Entire Development,1350 MANOR AVENUE,"BRONX, NY 10472",Hot Water,Planned,11/14/24,09:00 AM,11/14/24 10:13 PM,2,226,122
BRONX RIVER ADDITION - Entire Development,1350 MANOR AVENUE,"BRONX, NY 10472",Heat,Planned,11/14/24,09:00 AM,11/14/24 10:08 PM,2,226,122
BRONX RIVER ADDITION - Entire Development,1350 MANOR AVENUE,"BRONX, NY 10472",Hot Water,Planned,11/07/24,08:00 AM,11/07/24 03:17 PM,2,226,122
BRONX RIVER ADDITION - Building 11,1350 MANOR AVENUE,"BRONX, NY 10472",Hot Water,Planned,03/18/25,08:30 AM,03/18/25 03:48 PM,1,156,121
BROWN - Entire Development,1634 SAINT MARKS AVENUE,"BROOKLYN, NY 11233",Heat,Unplanned,02/25/25,06:00 AM,02/25/25 10:13 AM,2,200,222
BROWN - Entire Development,1634 SAINT MARKS AVENUE,"BROOKLYN, NY 11233",Heat,Unplanned,02/11/25,06:07 PM,02/11/25 07:43 PM,2,200,222
BROWNSVILLE - Building 22,350 BLAKE AVENUE,"BROOKLYN, NY 11212",Hot Water,Unplanned,12/03/24,11:00 AM,12/03/24 03:43 PM,1,54,79
BROWNSVILLE,Sectional,,Hot Water,Unplanned,10/08/24,11:00 AM,10/08/24 05:38 PM,,,
BROWNSVILLE - Building 20,267 OSBORN STREET,"BROOKLYN, NY 11212",Hot Water,Planned,05/23/25,08:25 AM,05/23/25 03:18 PM,1,54,79
BROWNSVILLE - Building 20,267 OSBORN STREET,"BROOKLYN, NY 11212",Heat,Planned,05/23/25,08:26 AM,05/23/25 02:59 PM,1,54,79
BROWNSVILLE - Building 25,311 OSBORN STREET,"BROOKLYN, NY 11212",Hot Water,Unplanned,04/25/25,09:00 AM,04/25/25 03:15 PM,1,54,80
BROWNSVILLE - Building 23,295 OSBORN STREET,"BROOKLYN, NY 11212",Hot Water,Planned,04/25/25,09:00 AM,04/25/25 02:55 PM,1,36,89
BROWNSVILLE - Building 13,290 BLAKE AVENUE,"BROOKLYN, NY 11212",Hot Water,Planned,04/23/25,09:10 AM,04/23/25 04:11 PM,1,36,95
BROWNSVILLE - Building 14,268 OSBORN STREET,"BROOKLYN, NY 11212",Hot Water,Planned,04/23/25,09:10 AM,04/23/25 04:08 PM,1,54,92
BROWNSVILLE - Building 08,252 OSBORN STREET,"BROOKLYN, NY 11212",Hot Water,Planned,04/22/25,09:15 AM,04/22/25 04:24 PM,1,54,85
BROWNSVILLE - Building 07,289 BLAKE AVENUE,"BROOKLYN, NY 11212",Hot Water,Planned,04/22/25,09:05 AM,04/22/25 04:20 PM,1,48,104
BROWNSVILLE - Building 03,308 SUTTER AVENUE,"BROOKLYN, NY 11212",Hot Water,Planned,04/21/25,09:30 AM,04/21/25 04:58 PM,1,54,107
BROWNSVILLE - Building 04,557 ROCKAWAY AVENUE,"BROOKLYN, NY 11212",Hot Water,Planned,04/21/25,09:30 AM,04/21/25 04:14 PM,1,48,117
BROWNSVILLE,Sectional,,Heat,Planned,03/18/25,09:00 AM,03/18/25 02:16 PM,,,
